Source,Target,Type,Id,Label,timeset,Weight
241,95,Directed,13362,,<[1361941200.0]>,1
7432,95,Directed,13363,,<[1361077200.0]>,1
177,95,Directed,13364,,<[1358658000.0]>,1
288,95,Directed,13365,,<[1406692800.0]>,1
172,95,Directed,13366,,<[1358571600.0]>,1
643,95,Directed,13367,,<[1358485200.0]>,1
2304,95,Directed,13368,,<[1357102800.0]>,1
941,95,Directed,13369,,<[1356411600.0]>,1
752,95,Directed,13370,,<[1355893200.0]>,1
1171,95,Directed,13371,,<[1354856400.0]>,1
1348,95,Directed,13372,,<[1354078800.0]>,1
287,95,Directed,13373,,<[1372392000.0]>,1
123,95,Directed,13374,,<[1354078800.0]>,1
813,95,Directed,13375,,<[1353646800.0]>,1
882,95,Directed,13376,,<[1353474000.0]>,1
396,95,Directed,13377,,<[1352178000.0]>,1
428,95,Directed,13378,,<[1351742400.0]>,1
125,95,Directed,13379,,<[1417496400.0]>,-1
111,95,Directed,13380,,<[1371528000.0]>,-1
145,95,Directed,13381,,<[1355979600.0]>,-1
424,95,Directed,13382,,<[1352869200.0]>,-1
2369,95,Directed,13383,,<[1408680000.0]>,-10
7604,95,Directed,13384,,<[1374206400.0]>,-10
7598,95,Directed,13385,,<[1374206400.0]>,-10
7601,95,Directed,13386,,<[1374206400.0]>,-10
7602,95,Directed,13387,,<[1374206400.0]>,-10
7584,95,Directed,13388,,<[1359003600.0]>,-10
95,188,Directed,13389,,<[1366516800.0]>,9
95,394,Directed,13390,,<[1349841600.0]>,7
95,1829,Directed,13391,,<[1362891600.0]>,3
95,493,Directed,13392,,<[1361595600.0]>,3
95,526,Directed,13393,,<[1419915600.0]>,2
95,391,Directed,13394,,<[1362718800.0]>,2
95,315,Directed,13395,,<[1364702400.0]>,2
95,242,Directed,13396,,<[1362718800.0]>,2
95,331,Directed,13397,,<[1357621200.0]>,2
95,5679,Directed,13398,,<[1362114000.0]>,2
95,179,Directed,13399,,<[1356498000.0]>,2
95,221,Directed,13400,,<[1354856400.0]>,2
95,966,Directed,13401,,<[1354078800.0]>,2
95,345,Directed,13402,,<[1357016400.0]>,2
95,411,Directed,13403,,<[1349755200.0]>,2
95,278,Directed,13404,,<[1365048000.0]>,2
95,2410,Directed,13405,,<[1416978000.0]>,1
95,3403,Directed,13406,,<[1410926400.0]>,1
95,245,Directed,13407,,<[1407384000.0]>,1
95,464,Directed,13408,,<[1405828800.0]>,1
95,1065,Directed,13409,,<[1400126400.0]>,1
95,2336,Directed,13410,,<[1397707200.0]>,1
95,191,Directed,13411,,<[1395547200.0]>,1
95,205,Directed,13412,,<[1389070800.0]>,1
95,105,Directed,13413,,<[1389070800.0]>,1
95,1889,Directed,13414,,<[1388898000.0]>,1
95,154,Directed,13415,,<[1387429200.0]>,1
95,2953,Directed,13416,,<[1384232400.0]>,1
95,373,Directed,13417,,<[1382500800.0]>,1
95,3302,Directed,13418,,<[1380772800.0]>,1
95,1370,Directed,13419,,<[1379736000.0]>,1
95,666,Directed,13420,,<[1378353600.0]>,1
95,5342,Directed,13421,,<[1377921600.0]>,1
95,1874,Directed,13422,,<[1375243200.0]>,1
95,136,Directed,13423,,<[1369972800.0]>,1
95,3246,Directed,13424,,<[1369713600.0]>,1
95,413,Directed,13425,,<[1367985600.0]>,1
95,246,Directed,13426,,<[1367380800.0]>,1
95,2358,Directed,13427,,<[1366776000.0]>,1
95,553,Directed,13428,,<[1364875200.0]>,1
95,3179,Directed,13429,,<[1364788800.0]>,1
95,1045,Directed,13430,,<[1364270400.0]>,1
95,332,Directed,13431,,<[1364270400.0]>,1
95,244,Directed,13432,,<[1364443200.0]>,1
95,1278,Directed,13433,,<[1363838400.0]>,1
95,104,Directed,13434,,<[1363752000.0]>,1
95,174,Directed,13435,,<[1363060800.0]>,1
95,2330,Directed,13436,,<[1362546000.0]>,1
95,1307,Directed,13437,,<[1362286800.0]>,1
95,241,Directed,13438,,<[1361941200.0]>,1
95,7432,Directed,13439,,<[1361077200.0]>,1
95,7550,Directed,13440,,<[1360818000.0]>,1
95,172,Directed,13441,,<[1358571600.0]>,1
95,643,Directed,13442,,<[1358485200.0]>,1
95,2304,Directed,13443,,<[1357102800.0]>,1
95,111,Directed,13444,,<[1371528000.0]>,1
95,752,Directed,13445,,<[1355893200.0]>,1
95,941,Directed,13446,,<[1355115600.0]>,1
95,1171,Directed,13447,,<[1354856400.0]>,1
95,318,Directed,13448,,<[1354165200.0]>,1
95,1348,Directed,13449,,<[1354078800.0]>,1
95,123,Directed,13450,,<[1354078800.0]>,1
95,185,Directed,13451,,<[1353819600.0]>,1
95,882,Directed,13452,,<[1354510800.0]>,1
95,813,Directed,13453,,<[1353646800.0]>,1
95,228,Directed,13454,,<[1352869200.0]>,1
95,396,Directed,13455,,<[1352178000.0]>,1
95,362,Directed,13456,,<[1362373200.0]>,1
95,428,Directed,13457,,<[1353042000.0]>,1
95,7497,Directed,13458,,<[1408939200.0]>,-1
95,103,Directed,13459,,<[1401336000.0]>,-1
95,3134,Directed,13460,,<[1365825600.0]>,-1
95,2257,Directed,13461,,<[1363233600.0]>,-1
95,177,Directed,13462,,<[1372305600.0]>,-1
95,7339,Directed,13463,,<[1354078800.0]>,-1
95,145,Directed,13464,,<[1355979600.0]>,-1
95,424,Directed,13465,,<[1354510800.0]>,-1
95,124,Directed,13466,,<[1355029200.0]>,-1
95,7580,Directed,13467,,<[1349409600.0]>,-1
95,288,Directed,13468,,<[1418360400.0]>,-2
95,125,Directed,13469,,<[1412913600.0]>,-10
95,2369,Directed,13470,,<[1408680000.0]>,-10
95,7602,Directed,13471,,<[1374206400.0]>,-10
95,7601,Directed,13472,,<[1374206400.0]>,-10
95,7599,Directed,13473,,<[1374206400.0]>,-10
95,7598,Directed,13474,,<[1374206400.0]>,-10
95,7604,Directed,13475,,<[1409025600.0]>,-10
95,7574,Directed,13476,,<[1360645200.0]>,-10
95,7581,Directed,13477,,<[1359003600.0]>,-10
95,7584,Directed,13478,,<[1359003600.0]>,-10
95,7600,Directed,13479,,<[1391490000.0]>,-10
95,7548,Directed,13480,,<[1360645200.0]>,-10
525,96,Directed,13481,,<[1365220800.0]>,10
125,96,Directed,13482,,<[1414728000.0]>,6
605,96,Directed,13483,,<[1429502400.0]>,5
2336,96,Directed,13484,,<[1409976000.0]>,3
126,96,Directed,13485,,<[1432267200.0]>,2
499,96,Directed,13486,,<[1430020800.0]>,2
141,96,Directed,13487,,<[1412654400.0]>,2
279,96,Directed,13488,,<[1408507200.0]>,2
1379,96,Directed,13489,,<[1406088000.0]>,2
376,96,Directed,13490,,<[1398398400.0]>,2
984,96,Directed,13491,,<[1397620800.0]>,2
704,96,Directed,13492,,<[1396497600.0]>,2
906,96,Directed,13493,,<[1442289600.0]>,1
3404,96,Directed,13494,,<[1411876800.0]>,1
163,96,Directed,13495,,<[1404705600.0]>,1
3387,96,Directed,13496,,<[1404273600.0]>,1
491,96,Directed,13497,,<[1420174800.0]>,1
824,96,Directed,13498,,<[1401076800.0]>,1
250,96,Directed,13499,,<[1401076800.0]>,1
375,96,Directed,13500,,<[1400817600.0]>,1
351,96,Directed,13501,,<[1399867200.0]>,1
281,96,Directed,13502,,<[1399867200.0]>,1
3379,96,Directed,13503,,<[1399694400.0]>,1
832,96,Directed,13504,,<[1399089600.0]>,1
7087,96,Directed,13505,,<[1399089600.0]>,1
1895,96,Directed,13506,,<[1398312000.0]>,1
2412,96,Directed,13507,,<[1397966400.0]>,1
1387,96,Directed,13508,,<[1397707200.0]>,1
172,96,Directed,13509,,<[1375329600.0]>,1
648,96,Directed,13510,,<[1365652800.0]>,1
1553,96,Directed,13511,,<[1365652800.0]>,1
647,96,Directed,13512,,<[1365566400.0]>,1
96,125,Directed,13513,,<[1414728000.0]>,6
96,141,Directed,13514,,<[1412654400.0]>,3
96,126,Directed,13515,,<[1400558400.0]>,3
96,832,Directed,13516,,<[1404100800.0]>,3
96,2336,Directed,13517,,<[1409976000.0]>,2
96,1379,Directed,13518,,<[1406088000.0]>,2
96,984,Directed,13519,,<[1397620800.0]>,2
96,704,Directed,13520,,<[1396497600.0]>,2
96,3425,Directed,13521,,<[1424667600.0]>,1
96,498,Directed,13522,,<[1417064400.0]>,1
96,3404,Directed,13523,,<[1411876800.0]>,1
96,163,Directed,13524,,<[1404705600.0]>,1
96,3387,Directed,13525,,<[1404273600.0]>,1
96,111,Directed,13526,,<[1402113600.0]>,1
96,2416,Directed,13527,,<[1402113600.0]>,1
96,824,Directed,13528,,<[1401076800.0]>,1
96,250,Directed,13529,,<[1401076800.0]>,1
96,375,Directed,13530,,<[1400817600.0]>,1
96,351,Directed,13531,,<[1399867200.0]>,1
96,281,Directed,13532,,<[1399867200.0]>,1
96,3379,Directed,13533,,<[1399694400.0]>,1
96,376,Directed,13534,,<[1398398400.0]>,1
96,1895,Directed,13535,,<[1398312000.0]>,1
96,269,Directed,13536,,<[1398139200.0]>,1
96,2412,Directed,13537,,<[1397966400.0]>,1
96,2411,Directed,13538,,<[1397880000.0]>,1
96,114,Directed,13539,,<[1397707200.0]>,1
96,499,Directed,13540,,<[1398398400.0]>,1
96,172,Directed,13541,,<[1375329600.0]>,1
96,1553,Directed,13542,,<[1365652800.0]>,1
96,648,Directed,13543,,<[1365566400.0]>,1
96,525,Directed,13544,,<[1365220800.0]>,1
96,491,Directed,13545,,<[1402372800.0]>,-4
96,7595,Directed,13546,,<[1366862400.0]>,-10
475,97,Directed,13547,,<[1309579200.0]>,10
102,97,Directed,13548,,<[1306728000.0]>,5
273,97,Directed,13549,,<[1307592000.0]>,4
280,97,Directed,13550,,<[1367294400.0]>,3
1706,97,Directed,13551,,<[1310011200.0]>,3
228,97,Directed,13552,,<[1351137600.0]>,2
316,97,Directed,13553,,<[1328072400.0]>,2
925,97,Directed,13554,,<[1309147200.0]>,2
105,97,Directed,13555,,<[1386651600.0]>,1
136,97,Directed,13556,,<[1374120000.0]>,1
115,97,Directed,13557,,<[1369713600.0]>,1
345,97,Directed,13558,,<[1357016400.0]>,1
807,97,Directed,13559,,<[1342843200.0]>,1
2215,97,Directed,13560,,<[1337918400.0]>,1
1488,97,Directed,13561,,<[1329454800.0]>,1
854,97,Directed,13562,,<[1321160400.0]>,1
255,97,Directed,13563,,<[1320987600.0]>,1
1136,97,Directed,13564,,<[1318651200.0]>,1
211,97,Directed,13565,,<[1317528000.0]>,1
284,97,Directed,13566,,<[1316664000.0]>,1
1284,97,Directed,13567,,<[1316404800.0]>,1
996,97,Directed,13568,,<[1305259200.0]>,1
97,177,Directed,13569,,<[1359694800.0]>,10
97,475,Directed,13570,,<[1309579200.0]>,10
97,273,Directed,13571,,<[1307592000.0]>,10
97,280,Directed,13572,,<[1367294400.0]>,5
97,102,Directed,13573,,<[1306728000.0]>,5
97,366,Directed,13574,,<[1315627200.0]>,3
97,1706,Directed,13575,,<[1310011200.0]>,3
97,228,Directed,13576,,<[1351137600.0]>,2
97,345,Directed,13577,,<[1312776000.0]>,2
97,925,Directed,13578,,<[1308456000.0]>,2
97,105,Directed,13579,,<[1386651600.0]>,1
97,136,Directed,13580,,<[1374120000.0]>,1
97,115,Directed,13581,,<[1369713600.0]>,1
97,807,Directed,13582,,<[1342756800.0]>,1
97,2215,Directed,13583,,<[1337918400.0]>,1
97,1488,Directed,13584,,<[1329282000.0]>,1
97,316,Directed,13585,,<[1328072400.0]>,1
97,854,Directed,13586,,<[1321160400.0]>,1
97,255,Directed,13587,,<[1320987600.0]>,1
97,1136,Directed,13588,,<[1318651200.0]>,1
97,211,Directed,13589,,<[1317528000.0]>,1
97,284,Directed,13590,,<[1316664000.0]>,1
97,1284,Directed,13591,,<[1316404800.0]>,1
97,919,Directed,13592,,<[1308456000.0]>,1
97,7451,Directed,13593,,<[1358658000.0]>,-1
3451,98,Directed,13594,,<[1453438800.0]>,5
114,98,Directed,13595,,<[1397361600.0]>,4
279,98,Directed,13596,,<[1365307200.0]>,4
281,98,Directed,13597,,<[1451538000.0]>,3
126,98,Directed,13598,,<[1429675200.0]>,3
192,98,Directed,13599,,<[1399262400.0]>,3
2336,98,Directed,13600,,<[1398571200.0]>,3
1272,98,Directed,13601,,<[1338868800.0]>,3
233,98,Directed,13602,,<[1430539200.0]>,2
1597,98,Directed,13603,,<[1417410000.0]>,2
269,98,Directed,13604,,<[1399348800.0]>,2
185,98,Directed,13605,,<[1380600000.0]>,2
211,98,Directed,13606,,<[1331182800.0]>,2
906,98,Directed,13607,,<[1441166400.0]>,1
1074,98,Directed,13608,,<[1435291200.0]>,1
1590,98,Directed,13609,,<[1430971200.0]>,1
375,98,Directed,13610,,<[1415768400.0]>,1
953,98,Directed,13611,,<[1408161600.0]>,1
900,98,Directed,13612,,<[1399262400.0]>,1
634,98,Directed,13613,,<[1332216000.0]>,1
687,98,Directed,13614,,<[1331870400.0]>,1
7565,98,Directed,13615,,<[1320033600.0]>,1
98,114,Directed,13616,,<[1417064400.0]>,4
98,233,Directed,13617,,<[1429848000.0]>,3
98,192,Directed,13618,,<[1407556800.0]>,3
98,1272,Directed,13619,,<[1338868800.0]>,3
98,126,Directed,13620,,<[1429848000.0]>,2
98,337,Directed,13621,,<[1427688000.0]>,2
98,279,Directed,13622,,<[1408334400.0]>,2
98,1597,Directed,13623,,<[1417410000.0]>,2
98,352,Directed,13624,,<[1407988800.0]>,2
98,906,Directed,13625,,<[1435896000.0]>,1
98,558,Directed,13626,,<[1429848000.0]>,1
98,1074,Directed,13627,,<[1427688000.0]>,1
98,375,Directed,13628,,<[1427688000.0]>,1
98,164,Directed,13629,,<[1427688000.0]>,1
98,1387,Directed,13630,,<[1422594000.0]>,1
98,2336,Directed,13631,,<[1422421200.0]>,1
98,953,Directed,13632,,<[1408161600.0]>,1
98,281,Directed,13633,,<[1407556800.0]>,1
98,900,Directed,13634,,<[1407556800.0]>,1
98,634,Directed,13635,,<[1332216000.0]>,1
98,687,Directed,13636,,<[1331870400.0]>,1
98,211,Directed,13637,,<[1331182800.0]>,1
98,940,Directed,13638,,<[1318305600.0]>,1
7604,99,Directed,13639,,<[1364270400.0]>,10
176,99,Directed,13640,,<[1331010000.0]>,7
1619,99,Directed,13641,,<[1307073600.0]>,5
129,99,Directed,13642,,<[1303185600.0]>,5
188,99,Directed,13643,,<[1356325200.0]>,2
1351,99,Directed,13644,,<[1355893200.0]>,2
660,99,Directed,13645,,<[1305259200.0]>,2
209,99,Directed,13646,,<[1303358400.0]>,2
503,99,Directed,13647,,<[1302235200.0]>,2
824,99,Directed,13648,,<[1408161600.0]>,1
1259,99,Directed,13649,,<[1309406400.0]>,1
2019,99,Directed,13650,,<[1307246400.0]>,1
1658,99,Directed,13651,,<[1307073600.0]>,1
145,99,Directed,13652,,<[1306382400.0]>,1
1642,99,Directed,13653,,<[1305950400.0]>,1
149,99,Directed,13654,,<[1305950400.0]>,1
444,99,Directed,13655,,<[1305086400.0]>,1
150,99,Directed,13656,,<[1305000000.0]>,1
7552,99,Directed,13657,,<[1304136000.0]>,1
563,99,Directed,13658,,<[1303704000.0]>,1
659,99,Directed,13659,,<[1303704000.0]>,1
419,99,Directed,13660,,<[1302926400.0]>,1
353,99,Directed,13661,,<[1301284800.0]>,1
842,99,Directed,13662,,<[1300852800.0]>,1
2473,99,Directed,13663,,<[1292043600.0]>,1
238,99,Directed,13664,,<[1292043600.0]>,1
641,99,Directed,13665,,<[1367294400.0]>,-1
99,716,Directed,13666,,<[1308456000.0]>,2
99,7552,Directed,13667,,<[1304136000.0]>,2
99,209,Directed,13668,,<[1303358400.0]>,2
99,503,Directed,13669,,<[1302235200.0]>,2
99,562,Directed,13670,,<[1301112000.0]>,2
99,2624,Directed,13671,,<[1308196800.0]>,1
99,2019,Directed,13672,,<[1307246400.0]>,1
99,1658,Directed,13673,,<[1307073600.0]>,1
99,1993,Directed,13674,,<[1307073600.0]>,1
99,145,Directed,13675,,<[1306382400.0]>,1
99,1619,Directed,13676,,<[1306123200.0]>,1
99,1642,Directed,13677,,<[1305950400.0]>,1
99,149,Directed,13678,,<[1305950400.0]>,1
99,444,Directed,13679,,<[1305086400.0]>,1
99,150,Directed,13680,,<[1305000000.0]>,1
99,563,Directed,13681,,<[1303704000.0]>,1
99,3516,Directed,13682,,<[1303704000.0]>,1
99,659,Directed,13683,,<[1303704000.0]>,1
99,2455,Directed,13684,,<[1303185600.0]>,1
99,419,Directed,13685,,<[1302926400.0]>,1
99,106,Directed,13686,,<[1301544000.0]>,1
99,353,Directed,13687,,<[1301284800.0]>,1
99,842,Directed,13688,,<[1300939200.0]>,1
99,2473,Directed,13689,,<[1292043600.0]>,1
99,238,Directed,13690,,<[1292043600.0]>,1
827,100,Directed,13691,,<[1375243200.0]>,10
147,100,Directed,13692,,<[1355115600.0]>,3
177,100,Directed,13693,,<[1341288000.0]>,3
133,100,Directed,13694,,<[1337659200.0]>,3
7578,100,Directed,13695,,<[1374724800.0]>,2
1694,100,Directed,13696,,<[1308283200.0]>,1
969,100,Directed,13697,,<[1367380800.0]>,1
645,100,Directed,13698,,<[1363838400.0]>,1
124,100,Directed,13699,,<[1349755200.0]>,1
7501,100,Directed,13700,,<[1348113600.0]>,1
7588,100,Directed,13701,,<[1338091200.0]>,1
7603,100,Directed,13702,,<[1329195600.0]>,1
2720,100,Directed,13703,,<[1311566400.0]>,1
365,100,Directed,13704,,<[1310011200.0]>,1
2490,100,Directed,13705,,<[1304568000.0]>,1
100,827,Directed,13706,,<[1375243200.0]>,10
100,133,Directed,13707,,<[1337659200.0]>,3
100,7588,Directed,13708,,<[1338091200.0]>,2
100,1694,Directed,13709,,<[1308283200.0]>,1
100,969,Directed,13710,,<[1367380800.0]>,1
100,645,Directed,13711,,<[1363838400.0]>,1
100,124,Directed,13712,,<[1349755200.0]>,1
100,7501,Directed,13713,,<[1348113600.0]>,1
100,547,Directed,13714,,<[1324443600.0]>,1
100,2720,Directed,13715,,<[1311566400.0]>,1
100,365,Directed,13716,,<[1309838400.0]>,1
100,2490,Directed,13717,,<[1304568000.0]>,1
100,7604,Directed,13718,,<[1364443200.0]>,-10
100,7603,Directed,13719,,<[1370059200.0]>,-10
100,177,Directed,13720,,<[1370059200.0]>,-10
7604,101,Directed,13721,,<[1364270400.0]>,10
152,101,Directed,13722,,<[1335585600.0]>,5
193,101,Directed,13723,,<[1336536000.0]>,5
2580,101,Directed,13724,,<[1307332800.0]>,5
781,101,Directed,13725,,<[1306987200.0]>,4
3096,101,Directed,13726,,<[1356670800.0]>,3
279,101,Directed,13727,,<[1403409600.0]>,2
133,101,Directed,13728,,<[1328245200.0]>,2
779,101,Directed,13729,,<[1306987200.0]>,2
478,101,Directed,13730,,<[1307246400.0]>,2
467,101,Directed,13731,,<[1306900800.0]>,2
567,101,Directed,13732,,<[1305259200.0]>,2
1461,101,Directed,13733,,<[1308196800.0]>,1
246,101,Directed,13734,,<[1367899200.0]>,1
199,101,Directed,13735,,<[1357794000.0]>,1
1440,101,Directed,13736,,<[1340078400.0]>,1
304,101,Directed,13737,,<[1318132800.0]>,1
1248,101,Directed,13738,,<[1306987200.0]>,1
540,101,Directed,13739,,<[1306900800.0]>,1
101,781,Directed,13740,,<[1306987200.0]>,6
101,567,Directed,13741,,<[1305345600.0]>,6
101,268,Directed,13742,,<[1347249600.0]>,3
101,193,Directed,13743,,<[1336536000.0]>,3
101,779,Directed,13744,,<[1306987200.0]>,2
101,478,Directed,13745,,<[1307246400.0]>,2
101,467,Directed,13746,,<[1306900800.0]>,2
101,1461,Directed,13747,,<[1308196800.0]>,1
101,1248,Directed,13748,,<[1306987200.0]>,1
101,540,Directed,13749,,<[1306900800.0]>,1
101,842,Directed,13750,,<[1305259200.0]>,1
1247,102,Directed,13751,,<[1306900800.0]>,10
1990,102,Directed,13752,,<[1306728000.0]>,10
1005,102,Directed,13753,,<[1306728000.0]>,7
1434,102,Directed,13754,,<[1306987200.0]>,5
1244,102,Directed,13755,,<[1306728000.0]>,4
7509,102,Directed,13756,,<[1364702400.0]>,3
370,102,Directed,13757,,<[1329109200.0]>,3
289,102,Directed,13758,,<[1369281600.0]>,2
1517,102,Directed,13759,,<[1343361600.0]>,2
2844,102,Directed,13760,,<[1328936400.0]>,2
109,102,Directed,13761,,<[1307678400.0]>,2
481,102,Directed,13762,,<[1307592000.0]>,2
1258,102,Directed,13763,,<[1307246400.0]>,2
1013,102,Directed,13764,,<[1307246400.0]>,2
7596,102,Directed,13765,,<[1307246400.0]>,2
1256,102,Directed,13766,,<[1307246400.0]>,2
856,102,Directed,13767,,<[1306814400.0]>,2
103,102,Directed,13768,,<[1389848400.0]>,1
1423,102,Directed,13769,,<[1307505600.0]>,1
508,102,Directed,13770,,<[1307246400.0]>,1
725,102,Directed,13771,,<[1307160000.0]>,1
535,102,Directed,13772,,<[1306555200.0]>,1
7594,102,Directed,13773,,<[1357880400.0]>,-10
7564,102,Directed,13774,,<[1308542400.0]>,-10
102,103,Directed,13775,,<[1389848400.0]>,7
102,1005,Directed,13776,,<[1306728000.0]>,7
102,1434,Directed,13777,,<[1306987200.0]>,4
102,1244,Directed,13778,,<[1306728000.0]>,4
102,7509,Directed,13779,,<[1364702400.0]>,3
102,1247,Directed,13780,,<[1306900800.0]>,3
102,289,Directed,13781,,<[1369281600.0]>,2
102,370,Directed,13782,,<[1329109200.0]>,2
102,109,Directed,13783,,<[1307678400.0]>,2
102,1423,Directed,13784,,<[1307505600.0]>,2
102,1258,Directed,13785,,<[1307246400.0]>,2
102,1013,Directed,13786,,<[1307246400.0]>,2
102,1256,Directed,13787,,<[1307246400.0]>,2
102,1646,Directed,13788,,<[1307246400.0]>,2
102,508,Directed,13789,,<[1307246400.0]>,2
102,725,Directed,13790,,<[1307160000.0]>,2
102,1990,Directed,13791,,<[1306728000.0]>,2
102,288,Directed,13792,,<[1390626000.0]>,1
102,1517,Directed,13793,,<[1343361600.0]>,1
102,856,Directed,13794,,<[1306641600.0]>,1
102,7596,Directed,13795,,<[1307332800.0]>,-1
102,7329,Directed,13796,,<[1307246400.0]>,-1
102,7594,Directed,13797,,<[1357880400.0]>,-10
102,7564,Directed,13798,,<[1307764800.0]>,-10
177,103,Directed,13799,,<[1350273600.0]>,4
398,103,Directed,13800,,<[1394510400.0]>,2
128,103,Directed,13801,,<[1377230400.0]>,2
413,103,Directed,13802,,<[1367899200.0]>,2
1325,103,Directed,13803,,<[1337313600.0]>,2
7565,103,Directed,13804,,<[1336795200.0]>,2
904,103,Directed,13805,,<[1414468800.0]>,1
249,103,Directed,13806,,<[1412740800.0]>,1
163,103,Directed,13807,,<[1411531200.0]>,1
125,103,Directed,13808,,<[1409371200.0]>,1
141,103,Directed,13809,,<[1406174400.0]>,1
118,103,Directed,13810,,<[1398139200.0]>,1
695,103,Directed,13811,,<[1392786000.0]>,1
6644,103,Directed,13812,,<[1377230400.0]>,1
759,103,Directed,13813,,<[1375761600.0]>,1
5342,103,Directed,13814,,<[1352350800.0]>,1
7595,103,Directed,13815,,<[1351656000.0]>,1
1167,103,Directed,13816,,<[1347508800.0]>,1
585,103,Directed,13817,,<[1345435200.0]>,1
156,103,Directed,13818,,<[1344139200.0]>,1
2229,103,Directed,13819,,<[1343275200.0]>,1
1508,103,Directed,13820,,<[1338350400.0]>,1
284,103,Directed,13821,,<[1338350400.0]>,1
946,103,Directed,13822,,<[1337313600.0]>,1
161,103,Directed,13823,,<[1336795200.0]>,1
103,177,Directed,13824,,<[1362027600.0]>,8
103,413,Directed,13825,,<[1367899200.0]>,3
103,284,Directed,13826,,<[1338350400.0]>,3
103,398,Directed,13827,,<[1394510400.0]>,2
103,128,Directed,13828,,<[1377230400.0]>,2
103,1325,Directed,13829,,<[1337313600.0]>,2
103,1317,Directed,13830,,<[1337313600.0]>,2
103,946,Directed,13831,,<[1337313600.0]>,2
103,904,Directed,13832,,<[1414468800.0]>,1
103,249,Directed,13833,,<[1412740800.0]>,1
103,163,Directed,13834,,<[1411531200.0]>,1
103,125,Directed,13835,,<[1409371200.0]>,1
103,141,Directed,13836,,<[1406174400.0]>,1
103,118,Directed,13837,,<[1398139200.0]>,1
103,695,Directed,13838,,<[1392786000.0]>,1
103,5342,Directed,13839,,<[1352350800.0]>,1
103,7595,Directed,13840,,<[1351569600.0]>,1
103,1167,Directed,13841,,<[1347508800.0]>,1
103,585,Directed,13842,,<[1345435200.0]>,1
103,156,Directed,13843,,<[1344139200.0]>,1
103,295,Directed,13844,,<[1344139200.0]>,1
103,2229,Directed,13845,,<[1343275200.0]>,1
103,1508,Directed,13846,,<[1338350400.0]>,1
103,7565,Directed,13847,,<[1336795200.0]>,1
103,161,Directed,13848,,<[1336795200.0]>,1
6958,104,Directed,13849,,<[1392354000.0]>,10
246,104,Directed,13850,,<[1421816400.0]>,4
498,104,Directed,13851,,<[1412308800.0]>,3
192,104,Directed,13852,,<[1402632000.0]>,3
279,104,Directed,13853,,<[1414123200.0]>,3
2336,104,Directed,13854,,<[1405569600.0]>,3
7335,104,Directed,13855,,<[1451538000.0]>,2
1074,104,Directed,13856,,<[1448254800.0]>,2
7386,104,Directed,13857,,<[1437105600.0]>,2
766,104,Directed,13858,,<[1435377600.0]>,2
1596,104,Directed,13859,,<[1410926400.0]>,2
281,104,Directed,13860,,<[1413864000.0]>,2
832,104,Directed,13861,,<[1395892800.0]>,2
900,104,Directed,13862,,<[1404014400.0]>,2
114,104,Directed,13863,,<[1397361600.0]>,2
824,104,Directed,13864,,<[1403841600.0]>,2
906,104,Directed,13865,,<[1438574400.0]>,1
1590,104,Directed,13866,,<[1425531600.0]>,1
1597,104,Directed,13867,,<[1413950400.0]>,1
2293,104,Directed,13868,,<[1413259200.0]>,1
651,104,Directed,13869,,<[1412308800.0]>,1
186,104,Directed,13870,,<[1411012800.0]>,1
378,104,Directed,13871,,<[1407643200.0]>,1
375,104,Directed,13872,,<[1403409600.0]>,1
2417,104,Directed,13873,,<[1402632000.0]>,1
7087,104,Directed,13874,,<[1399089600.0]>,1
709,104,Directed,13875,,<[1397707200.0]>,1
3353,104,Directed,13876,,<[1395892800.0]>,1
1879,104,Directed,13877,,<[1386910800.0]>,1
491,104,Directed,13878,,<[1408075200.0]>,-2
104,498,Directed,13879,,<[1412308800.0]>,8
104,281,Directed,13880,,<[1445140800.0]>,3
104,279,Directed,13881,,<[1407556800.0]>,3
104,2336,Directed,13882,,<[1406001600.0]>,3
104,192,Directed,13883,,<[1401768000.0]>,3
104,233,Directed,13884,,<[1398312000.0]>,3
104,114,Directed,13885,,<[1407211200.0]>,3
104,766,Directed,13886,,<[1440734400.0]>,2
104,900,Directed,13887,,<[1404014400.0]>,2
104,1879,Directed,13888,,<[1401508800.0]>,2
104,2437,Directed,13889,,<[1452834000.0]>,1
104,2293,Directed,13890,,<[1446264000.0]>,1
104,3445,Directed,13891,,<[1445400000.0]>,1
104,3443,Directed,13892,,<[1442980800.0]>,1
104,2432,Directed,13893,,<[1440993600.0]>,1
104,7321,Directed,13894,,<[1439697600.0]>,1
104,1397,Directed,13895,,<[1435204800.0]>,1
104,1396,Directed,13896,,<[1431489600.0]>,1
104,246,Directed,13897,,<[1422507600.0]>,1
104,966,Directed,13898,,<[1418101200.0]>,1
104,1597,Directed,13899,,<[1413950400.0]>,1
104,1388,Directed,13900,,<[1411012800.0]>,1
104,1596,Directed,13901,,<[1410580800.0]>,1
104,497,Directed,13902,,<[1409112000.0]>,1
104,378,Directed,13903,,<[1404187200.0]>,1
104,375,Directed,13904,,<[1403064000.0]>,1
104,376,Directed,13905,,<[1399003200.0]>,1
104,709,Directed,13906,,<[1397707200.0]>,1
104,984,Directed,13907,,<[1397361600.0]>,1
104,1351,Directed,13908,,<[1393995600.0]>,1
104,269,Directed,13909,,<[1393995600.0]>,1
